piso,bloque,z_m,nodo,x_m,y_m,G_kN,Q_kN,peso_sismico_kN,masa_t
3,LT1,11.88,900026,20.0,-2.46,44.6220973375,17.207606171875,53.2259004234375,5.4275313612128
3,LT1,11.88,900027,25.0,0.0,267.13927590000003,100.05847578125,317.168513790625,32.34218757584139
3,LT1,11.88,900028,25.0,-2.46,70.566203275,31.105467968749995,86.118937259375,8.781687656781369
3,LT1,11.88,900029,30.0,-2.46,44.6220973375,17.207606171874996,53.2259004234375,5.4275313612128
3,LT1,11.88,900066,-0.25,0.0,129.59450659375,39.73194864124999,149.46048091437498,15.240727558786638
3,LT1,11.88,900067,-0.25,7.25,218.62255759375,75.76090682562497,256.5030110065625,26.156027900104775
3,LT1,11.88,900069,-0.25,16.15,167.72278,50.610024478562494,193.02779223928124,19.68335693017302
3,LT1,11.88,900115,10.0,-4.12,130.94023154528,46.58593919312499,154.2332011418425,15.727409578382272
3,LT1,11.88,900116,17.49,-4.12,130.94023154528,46.608923536875,154.2446933137175,15.728581453780599
3,LT1,11.88,900117,15.0,0.0,224.6577031,91.43487550499998,270.37514085249995,27.57059147134852
3,LT1,11.88,900118,15.0,16.15,282.18635399999994,84.09202375000001,324.2323658749999,33.0625000254929
3,LT1,11.88,900119,25.0,16.15,282.18635399999994,84.09202375000001,324.2323658749999,33.0625000254929
3,LT1,11.88,900120,17.49,0.0,103.48208730000002,35.538151974186505,121.25116328709328,12.364177704628316
3,LT1,11.88,900121,35.0,0.0,222.151268,76.0015375,260.15203675,26.52812497132048
3,LT1,11.88,900122,35.0,16.15,282.18635399999994,84.09202375000001,324.2323658749999,33.0625000254929
3,LT1,11.88,900162,15.0,7.25,405.29045649999995,156.14791690624997,483.36441495312494,49.289453070429246
3,LT1,11.88,900163,25.0,7.25,405.29045649999995,156.17090125,483.3759071249999,49.29062494582757
3,LT1,11.88,900164,35.0,7.25,405.29045649999995,156.17090125,483.3759071249999,49.29062494582757
3,LT1,11.88,3000115,-0.25,12.25,21.520693425000005,-0.0,21.520693425000005,2.1945000000000006
3,LT1,11.88,3000116,1.9666666666666668,12.25,43.04138685000001,-0.0,43.04138685000001,4.389000000000001
3,LT1,11.88,3000117,4.183333333333334,12.25,43.04138685000001,-0.0,43.04138685000001,4.389000000000001
3,LT1,11.88,3000118,6.4,12.25,54.287162737500005,-0.0,54.287162737500005,5.535750000000001
3,LT1,11.88,3000133,3.6,10.0,32.7664693125,-0.0,32.7664693125,3.34125
3,LT1,11.88,3000134,3.6,12.25,32.7664693125,-0.0,32.7664693125,3.34125
3,LT1,11.88,3000143,6.4,10.0,32.7664693125,-0.0,32.7664693125,3.34125
3,LT1,11.88,3000157,-0.25,1.8125,35.19361518750001,-0.0,35.19361518750001,3.588750000000001
3,LT1,11.88,3000158,-0.25,3.625,35.19361518750001,-0.0,35.19361518750001,3.588750000000001
3,LT1,11.88,3000159,-0.25,5.4375,35.19361518750001,-0.0,35.19361518750001,3.588750000000001
3,LT1,11.88,3000175,3.3,2.305,35.6790443625,-0.0,35.6790443625,3.63825
3,LT1,11.88,3000176,5.0,2.305,33.00918390000001,-0.0,33.00918390000001,3.3660000000000014
3,LT1,11.88,3000177,6.7,2.305,35.6790443625,-0.0,35.6790443625,3.63825
3,LT1,11.88,3000187,3.3,3.885,19.174452412499996,-0.0,19.174452412499996,1.9552499999999997
3,LT1,11.88,3000193,6.7,3.885,19.174452412499996,-0.0,19.174452412499996,1.9552499999999997
3,LT2,11.88,703001,-20.8,16.15,303.99144015,101.60056904208747,354.79172467104377,36.17868738774646
3,LT2,11.88,703002,-10.8,16.15,333.14170715,116.09602602499999,391.1897201625,39.89025
3,LT2,11.88,703003,-0.8,16.15,47.57205915,-0.0,47.57205915,4.851
3,LT2,11.88,703004,-28.3,7.25,192.49817994999998,61.341637706562494,223.16899880328123,22.756904631375775
3,LT2,11.88,703005,-20.8,7.25,414.07951365,173.09288628896246,500.6259567944812,51.04964047809204
3,LT2,11.88,703006,-10.8,7.25,452.86251565,197.8393571,551.7821941999999,56.26612494582757
3,LT2,11.88,703007,-20.8,0.0,247.28678415000002,83.126681640625,288.8501249703125,29.454515555292836
3,LT2,11.88,703008,-10.8,0.0,269.72332665,95.001921875,317.2242875875,32.34787492033467
3,LT2,11.88,600004,-32.05,0.6589999999999998,44.35990885,10.385872917594998,49.552845308797494,5.052983976056808
3,LT2,11.88,601004,-30.939999999999998,0.0,38.33370999999998,11.40986663929,44.03864331964498,4.490691859059412
3,LT2,11.88,602004,-32.05,16.077,44.359909349999995,10.3858753692575,49.55284703462875,5.052984152042619
3,LT2,11.88,603004,-30.939999999999998,16.15,46.43870199999998,11.3184210990375,52.097912549518725,5.312508608905052
3,LT2,11.88,900065,-32.05,0.0,45.46083602249997,4.71773218742,47.81970211620997,4.876252554767425
3,LT2,11.88,900068,-32.05,16.15,41.35552438249995,3.499382430705,43.10521559785245,4.395508720903923
3,LT2,11.88,900070,-32.05,11.885,175.51482638,42.996826413065,197.01323958653248,20.089759457769215
3,LT2,11.88,900071,-24.55,11.885,167.40296349999997,73.07272018593748,203.93932359296872,20.796023473150232
3,LT2,11.88,900072,-32.05,4.265,170.14971923999997,41.990942631924995,191.14519055596247,19.49138498426705
3,LT2,11.88,900073,-24.55,4.265,138.4289095,58.0354482421875,167.44663362109375,17.074804711200436
3,LT2,11.88,900074,-28.3,0.0,114.77887144999998,40.92897265810501,135.24335777905247,13.790984462487442
3,LT2,11.88,900075,-28.3,16.15,132.13250644999997,41.134565152695,152.69978902634747,15.571045058847567
3,LT2,11.88,900076,-24.55,0.0,129.36833785,47.356847312424996,153.04676150621248,15.606426405165116
3,LT2,11.88,900077,-24.55,16.15,151.57904284999998,49.015357767074995,176.08672173353747,17.95584850418211
3,LT2,11.88,900078,-15.8,0.0,222.1512675,95.001921875,269.65222843749996,27.49687492033467
3,LT2,11.88,900079,-15.8,16.15,285.56964800000003,116.09602602499999,343.61766101250004,35.03925
3,LT2,11.88,900080,-5.8,0.0,231.80539450000003,100.055411203125,281.83310010156254,28.738978152739474
3,LT2,11.88,900081,-5.8,16.15,297.41427749999997,121.3990185940875,358.1137867970437,36.517443448786665
3,LT2,11.88,900147,-24.55,7.25,189.62242179999998,79.22260524237498,229.23372442118747,23.375334535359933
3,LT2,11.88,900148,-15.8,7.25,405.29045649999995,197.8393571,504.21013504999996,51.41512494582758
3,LT2,11.88,900149,-5.8,7.25,420.6093315,207.3532761458375,524.2859695729187,53.4622903410358
3,LT2,11.88,900150,-28.3,11.885,204.70222999999996,83.11325829810498,246.25885914905245,25.111415126373682
3,LT2,11.88,900151,-28.3,4.265,178.09843599999996,70.15425133928748,213.1755616696437,21.73785764452119
3,LT2,11.88,3000006,-32.05,-1.09,84.9015627075,-0.0,84.9015627075,8.65755
3,LT2,11.88,3000007,-32.05,1.825,84.9015627075,-0.0,84.9015627075,8.65755
3,LT2,11.88,3000015,-30.2,0.0,26.94131921249997,-0.0,26.94131921249997,2.747249999999997
3,LT2,11.88,3000023,-32.05,14.325,85.04719146000005,-0.0,85.04719146000005,8.672400000000005
3,LT2,11.88,3000024,-32.05,17.245,85.04719146000005,-0.0,85.04719146000005,8.672400000000005
3,LT2,11.88,3000033,-30.2,16.15,26.94131921249997,-0.0,26.94131921249997,2.747249999999997
3,LT2,11.88,3000050,-0.575,-0.35,24.119762132812497,-0.0,24.119762132812497,2.45953125
3,LT2,11.88,3000051,-0.575,1.6374999999999997,48.239524265625,-0.0,48.239524265625,4.919062500000001
3,LT2,11.88,3000052,-0.575,3.6249999999999996,48.239524265625,-0.0,48.239524265625,4.919062500000001
3,LT2,11.88,3000053,-0.575,5.6125,48.239524265625,-0.0,48.239524265625,4.919062500000001
3,LT2,11.88,3000054,-0.575,7.6,24.119762132812497,-0.0,24.119762132812497,2.45953125
3,LT2,11.88,3000077,-0.575,9.65,26.294080312499993,-0.0,26.294080312499993,2.6812499999999995
3,LT2,11.88,3000078,-0.575,11.816666666666666,52.588160624999986,-0.0,52.588160624999986,5.362499999999999
3,LT2,11.88,3000079,-0.575,13.983333333333333,52.588160624999986,-0.0,52.588160624999986,5.362499999999999
3,LT2,11.88,3000080,-0.575,16.15,26.294080312499993,-0.0,26.294080312499993,2.6812499999999995
3,LT2,11.88,3000098,-0.575,13.045,38.51880503625001,-0.0,38.51880503625001,3.9278250000000012
3,LT2,11.88,3000099,-3.2200000000000006,13.045,74.25852804562501,-0.0,74.25852804562501,7.572262500000002
3,LT2,11.88,3000105,-3.22,10.1,35.739723009375005,-0.0,35.739723009375005,3.644437500000001
4,LT1,15.84,400001,0.0,0.0,259.17267115,42.76801775900001,280.5566800295,28.608819528534212
4,LT1,15.84,400101,10.0,0.0,320.12273005,61.782805238375,351.01413266918746,35.79348020671559
4,LT1,15.84,400201,20.0,0.0,332.64513745,75.275060868,370.282667884,37.75832398260364
4,LT1,15.84,400301,30.0,0.0,332.64513745,75.275060868,370.282667884,37.75832398260364
4,LT1,15.84,400401,40.0,0.0,270.61144115,57.31006260000001,299.26647245000004,30.516687395797756
4,LT1,15.84,400451,45.0,0.0,233.10636814999998,45.59540625937501,255.90407127968749,26.094953045095675
4,LT1,15.84,400501,50.0,0.0,144.53485057500004,26.704120865625004,157.88691100781253,16.099984297166976
4,LT1,15.84,401001,0.0,7.25,407.45809465,121.66251938624998,468.289354343125,47.75222469886506
4,LT1,15.84,401101,10.0,7.25,502.12757114999994,153.983705084375,579.1194236921874,59.05374655893577
4,LT1,15.84,401201,20.0,7.25,452.8625156499999,118.78304812500001,512.2540397124999,52.235374945827566
4,LT1,15.84,401301,30.0,7.25,452.8625156499999,118.78304812500001,512.2540397124999,52.235374945827566
4,LT1,15.84,401401,40.0,7.25,452.8625156499999,118.78304812500001,512.2540397124999,52.235374945827566
4,LT1,15.84,401451,45.0,7.25,376.84783114999993,89.681201334375,421.68843181718745,43.00025307492237
4,LT1,15.84,401501,50.0,7.25,252.3668120750001,51.024612865624995,277.8791185078126,28.335784239043164
4,LT1,15.84,402001,0.0,16.15,331.59642465,87.28899164999999,375.240920475,38.26392503811189
4,LT1,15.84,402101,10.0,16.15,444.61346914999996,118.9669228125,504.09693055624996,51.40358130006169
4,LT1,15.84,402201,20.0,16.15,329.75841314999997,76.73703625,368.12693127499995,37.5385000254929
4,LT1,15.84,402301,30.0,16.15,329.75841314999997,76.73703625,368.12693127499995,37.5385000254929
4,LT1,15.84,402401,40.0,16.15,329.75841314999997,76.73703625,368.12693127499995,37.5385000254929
4,LT1,15.84,402451,45.0,16.15,273.45279665,57.93646236875,302.42102783437497,30.838362522816148
4,LT1,15.84,402501,50.0,16.15,162.10134957500003,30.146867931250007,177.17478354062504,18.066799930723036
4,LT1,15.84,612005,-0.25,5.8,82.34385049999999,29.1180886203125,96.90289481015624,9.881345292241106
4,LT1,15.84,900030,10.0,-2.46,32.962921775,10.060090603125,37.9929670765625,3.8742044507107423
4,LT1,15.84,900031,12.2,0.0,155.9372094,35.647785649999996,173.761102225,17.71870131237477
4,LT1,15.84,900032,12.2,-2.46,32.962921775,10.06775205625,37.996797803125,3.874595076109069
4,LT1,15.84,900033,12.2,7.25,147.97315450000002,35.878548390625,165.9124286953125,16.918359347515462
4,LT1,15.84,900034,20.0,-4.12,163.87260944528,36.55575887250001,182.15048888153,18.5741806714352
4,LT1,15.84,900035,30.0,-4.12,163.87260944528,36.5557588725,182.15048888153,18.5741806714352
4,LT1,15.84,900036,47.55,0.0,123.76298725000001,32.913569062499995,140.21977178125002,14.298437466540564
4,LT1,15.84,900037,47.55,16.15,141.093177,38.368518125,160.2774360625,16.34375001274645
4,LT1,15.84,900083,-0.25,0.0,146.95454759375002,45.90646048906249,169.90777783828128,17.325771577274736
4,LT1,15.84,900084,-0.25,7.25,203.23576709374998,70.36326537406248,238.41739978078124,24.3118088012503
4,LT1,15.84,900086,-0.25,16.15,94.29479375,28.696401633689998,108.64299456684499,11.078502298628482
4,LT1,15.84,900123,15.0,0.0,182.66295350000001,44.46089943749999,204.89340321875,20.89331251943834
4,LT1,15.84,900124,15.0,16.15,282.18635399999994,76.73703625,320.5548721249999,32.6875000254929
4,LT1,15.84,900125,25.0,0.0,265.2947125,77.383882884,303.986653942,30.998011955356823
4,LT1,15.84,900126,25.0,16.15,282.18635399999994,76.73703625,320.5548721249999,32.6875000254929
4,LT1,15.84,900127,35.0,0.0,222.151268,57.001153125,250.6518445625,25.559374971320484
4,LT1,15.84,900128,35.0,16.15,282.18635399999994,76.73703625,320.5548721249999,32.6875000254929
4,LT1,15.84,900137,47.55,7.25,202.64522825000003,59.3915240625,232.34099028125001,23.69218747291379
4,LT1,15.84,900165,15.0,7.25,358.95219649999996,103.02376157500001,410.46407728749995,41.85568744550891
4,LT1,15.84,900166,25.0,7.25,405.29045649999995,118.78304812500001,464.6819805625,47.384374945827574
4,LT1,15.84,900167,35.0,7.25,405.29045649999995,118.78304812500001,464.6819805625,47.384374945827574
4,LT1,15.84,3000119,-0.25,12.25,21.520693425000005,-0.0,21.520693425000005,2.1945000000000006
4,LT1,15.84,3000120,1.9666666666666668,12.25,43.04138685000001,-0.0,43.04138685000001,4.389000000000001
4,LT1,15.84,3000121,4.183333333333334,12.25,43.04138685000001,-0.0,43.04138685000001,4.389000000000001
4,LT1,15.84,3000122,6.4,12.25,54.287162737500005,-0.0,54.287162737500005,5.535750000000001
4,LT1,15.84,3000135,3.6,10.0,32.7664693125,-0.0,32.7664693125,3.34125
4,LT1,15.84,3000136,3.6,12.25,32.7664693125,-0.0,32.7664693125,3.34125
4,LT1,15.84,3000144,6.4,10.0,32.7664693125,-0.0,32.7664693125,3.34125
4,LT1,15.84,3000160,-0.25,1.8125,35.1936151875,-0.0,35.1936151875,3.58875
4,LT1,15.84,3000161,-0.25,3.625,35.1936151875,-0.0,35.1936151875,3.58875
4,LT1,15.84,3000162,-0.25,5.4375,35.1936151875,-0.0,35.1936151875,3.58875
4,LT1,15.84,3000178,3.3,2.305,35.6790443625,-0.0,35.6790443625,3.63825
4,LT1,15.84,3000179,5.0,2.305,33.00918390000001,-0.0,33.00918390000001,3.3660000000000014
4,LT1,15.84,3000180,6.7,2.305,35.6790443625,-0.0,35.6790443625,3.63825
4,LT1,15.84,3000188,3.3,3.885,19.174452412499996,-0.0,19.174452412499996,1.9552499999999997
4,LT1,15.84,3000194,6.7,3.885,19.174452412499996,-0.0,19.174452412499996,1.9552499999999997
4,LT2,15.84,704001,-20.8,16.15,301.03105765000004,101.60056904208747,351.8313421710438,35.87681238455985
4,LT2,15.84,704002,-10.8,16.15,329.75841315,116.09602602499999,387.80642616250003,39.54525002549291
4,LT2,15.84,704003,-0.8,16.15,49.6254799,0.25374706874999997,49.752353434375,5.07332814308403
4,LT2,15.84,704004,-28.3,7.25,192.49817994999998,61.341637706562494,223.16899880328123,22.756904631375775
4,LT2,15.84,704005,-20.8,7.25,414.0795136499999,173.09288628896246,500.6259567944811,51.04964047809202
4,LT2,15.84,704006,-10.8,7.25,452.86251565,197.8393571,551.7821941999999,56.26612494582757
4,LT2,15.84,704007,-20.8,0.0,247.28678415000002,83.126681640625,288.8501249703125,29.454515555292836
4,LT2,15.84,704008,-10.8,0.0,269.72332665,95.001921875,317.2242875875,32.34787492033467
4,LT2,15.84,600005,-32.05,1.2419999999999998,44.35990985,10.3858763499225,49.55284802496125,5.05298425302843
4,LT2,15.84,601005,-30.57,0.0,38.333710499999974,11.409866639289998,44.038643819644975,4.490691910045222
4,LT2,15.84,603005,-30.57,16.15,45.16996649999998,11.318421099037497,50.82917704951873,5.183133592971986
4,LT2,15.84,605005,-0.575,16.15,89.67067940624999,23.02306239835,101.18221060542498,10.317714061929914
4,LT2,15.84,900082,-32.05,0.0,58.218562992499955,8.6103784447625,62.523752214881206,6.375648382972902
4,LT2,15.84,900085,-32.05,16.15,89.12830926249995,14.852879465129998,96.55474899506495,9.845844299028206
4,LT2,15.84,900087,-32.05,11.885,176.18317614999995,43.145956139615,197.75615421980746,20.165515667410123
4,LT2,15.84,900088,-24.55,11.885,167.40296349999997,73.07272018593748,203.93932359296872,20.796023473150232
4,LT2,15.84,900089,-32.05,4.265,161.81678556999998,39.856548795384995,181.74505996769247,18.532838427770184
4,LT2,15.84,900090,-24.55,4.265,138.4289095,58.0354482421875,167.44663362109375,17.074804711200436
4,LT2,15.84,900091,-28.3,0.0,110.35407964999999,39.17072366963001,129.939441484815,13.250135518736267
4,LT2,15.84,900092,-28.3,16.15,125.51381114999998,40.0178137609775,145.52271803048873,14.839187493230485
4,LT2,15.84,900093,-24.55,0.0,129.36833785,47.356847312424996,153.04676150621248,15.606426405165116
4,LT2,15.84,900094,-24.55,16.15,149.04157185,49.015357767074995,173.5492507335375,17.69709847231598
4,LT2,15.84,900095,-15.8,0.0,222.1512675,95.001921875,269.65222843749996,27.49687492033467
4,LT2,15.84,900096,-15.8,16.15,282.186354,116.09602602499999,340.2343670125,34.694250025492906
4,LT2,15.84,900097,-5.8,0.0,231.80539450000003,100.055411203125,281.83310010156254,28.738978152739474
4,LT2,15.84,900098,-5.8,16.15,289.33056224999996,120.035836875185,349.3484806875924,35.62363097363447
4,LT2,15.84,900152,-24.55,7.25,189.62242179999998,79.22260524237498,229.23372442118747,23.375334535359933
4,LT2,15.84,900153,-15.8,7.25,405.29045649999995,197.8393571,504.21013504999996,51.41512494582758
4,LT2,15.84,900154,-5.8,7.25,420.6093315,207.3532761458375,524.2859695729187,53.4622903410358
4,LT2,15.84,900155,-28.3,11.885,204.70222999999996,83.11325829810498,246.25885914905245,25.111415126373682
4,LT2,15.84,900156,-28.3,4.265,178.09843599999996,70.15425133928748,213.1755616696437,21.73785764452119
4,LT2,15.84,3000008,-32.05,-1.09,84.9015627075,-0.0,84.9015627075,8.65755
4,LT2,15.84,3000009,-32.05,1.825,84.9015627075,-0.0,84.9015627075,8.65755
4,LT2,15.84,3000016,-30.2,0.0,26.94131921249997,-0.0,26.94131921249997,2.747249999999997
4,LT2,15.84,3000025,-32.05,14.325,85.04719146000005,-0.0,85.04719146000005,8.672400000000005
4,LT2,15.84,3000026,-32.05,17.245,85.04719146000005,-0.0,85.04719146000005,8.672400000000005
4,LT2,15.84,3000034,-30.2,16.15,26.94131921249997,-0.0,26.94131921249997,2.747249999999997
4,LT2,15.84,3000055,-0.575,-0.35,24.119762132812497,-0.0,24.119762132812497,2.45953125
4,LT2,15.84,3000056,-0.575,1.6374999999999997,48.23952426562499,-0.0,48.23952426562499,4.9190625
4,LT2,15.84,3000057,-0.575,3.6249999999999996,48.23952426562499,-0.0,48.23952426562499,4.9190625
4,LT2,15.84,3000058,-0.575,5.6125,48.23952426562499,-0.0,48.23952426562499,4.9190625
4,LT2,15.84,3000059,-0.575,7.6,24.119762132812497,-0.0,24.119762132812497,2.45953125
4,LT2,15.84,3000081,-0.575,9.65,13.147040156249995,-0.0,13.147040156249995,1.3406249999999995
4,LT2,15.84,3000082,-0.575,11.816666666666666,26.29408031249999,-0.0,26.29408031249999,2.681249999999999
4,LT2,15.84,3000083,-0.575,13.983333333333333,26.29408031249999,-0.0,26.29408031249999,2.681249999999999
4,LT2,15.84,3000084,-0.575,6.545,13.147040156250004,-0.0,13.147040156250004,1.3406250000000004
4,LT2,15.84,3000085,-0.575,8.711666666666666,26.294080312500007,-0.0,26.294080312500007,2.681250000000001
4,LT2,15.84,3000086,-0.575,10.878333333333334,26.294080312500007,-0.0,26.294080312500007,2.681250000000001
4,LT2,15.84,3000087,-0.575,13.045,51.66584519250001,-0.0,51.66584519250001,5.268450000000001
4,LT2,15.84,3000100,-3.2200000000000006,13.045,74.25852804562501,-0.0,74.25852804562501,7.572262500000002
4,LT2,15.84,3000106,-3.22,10.1,35.739723009375005,-0.0,35.739723009375005,3.644437500000001
5,LT1,19.8,500001,0.0,0.0,257.52017707500005,99.77347001562501,307.40691208281254,31.346781223232455
5,LT1,19.8,500101,10.0,0.0,436.487188575,117.22685535312503,495.10061625156254,50.48621254470819
5,LT1,19.8,500201,20.0,0.0,493.11558037499987,103.59328277374999,544.9122217618749,55.56558271804081
5,LT1,19.8,500301,30.0,0.0,486.56173437499984,132.72148493625,552.9224768431249,56.382401415684754
5,LT1,19.8,500401,40.0,0.0,420.206739075,102.75223995312498,471.5828590515625,48.08806871373634
5,LT1,19.8,500451,45.0,0.0,293.40084057499996,81.42584078124997,334.1137609656249,34.07012190356798
5,LT1,19.8,500501,50.0,0.0,147.36357957500002,52.364446421874995,173.54580278593752,17.69674687950906
5,LT1,19.8,501001,0.0,7.25,443.11869007499996,207.8703342187501,547.053857184375,55.78396875430193
5,LT1,19.8,501101,10.0,7.25,592.914104575,268.35529975625,727.0917544531251,74.14272503384184
5,LT1,19.8,501201,20.0,7.25,437.7820945749999,169.36942631875,522.4668077343749,53.27678745895642
5,LT1,19.8,501301,30.0,7.25,431.3258860749999,198.06368421875,530.3577281843749,54.081437410774825
5,LT1,19.8,501401,40.0,7.25,431.3258860749999,198.06368421875,530.3577281843749,54.081437410774825
5,LT1,19.8,501451,45.0,7.25,353.06180157499995,149.46866889062503,427.7961360203125,43.62306557492237
5,LT1,19.8,501501,50.0,7.25,256.77245107500005,97.27890342187497,305.4119027859375,31.14334689072594
5,LT1,19.8,502001,0.0,16.15,318.910419575,127.41044846249997,382.61564380625,39.015937532822115
5,LT1,19.8,502101,10.0,16.15,424.61047757499995,181.8618725875,515.5414138687499,52.57059381835285
5,LT1,19.8,502201,20.0,16.15,305.972383575,120.37662874999998,366.16069795,37.3380000254929
5,LT1,19.8,502301,30.0,16.15,305.972383575,120.37662874999998,366.16069795,37.3380000254929
5,LT1,19.8,502401,40.0,16.15,305.972383575,120.37662874999998,366.16069795,37.3380000254929
5,LT1,19.8,502451,45.0,16.15,249.666767075,90.88435470625,295.10894442812497,30.092737522816147
5,LT1,19.8,502501,50.0,16.15,164.32696957500002,54.585039731250006,191.61948944062502,19.539750010515828
5,LT1,19.8,612006,-0.25,7.25,234.004472296875,33.409560980215,250.70925278698252,25.565228981046793
5,LT1,19.8,900038,15.0,0.0,414.73450649999995,36.12892443125,432.79896871562494,44.13321253594499
5,LT1,19.8,900039,15.0,16.15,282.18635399999994,120.37662874999998,342.37466837499994,34.9125000254929
5,LT1,19.8,900040,25.0,0.0,440.7479384999999,136.1442509525,508.8200639762499,51.885206872504874
5,LT1,19.8,900041,25.0,16.15,282.18635399999994,120.37662874999998,342.37466837499994,34.9125000254929
5,LT1,19.8,900042,35.0,0.0,399.85389499999997,102.26497203125,450.98638101562494,45.98781245538741
5,LT1,19.8,900043,35.0,16.15,282.18635399999994,120.37662874999998,342.37466837499994,34.9125000254929
5,LT1,19.8,900044,47.55,0.0,146.41634900000003,58.53344218749999,175.68307009375002,17.91468749203347
5,LT1,19.8,900045,47.55,16.15,167.2769325,60.188314375,197.3710896875,20.126250012746453
5,LT1,19.8,900046,20.0,-4.12,164.99730944528,60.97223345937499,195.4834261749675,19.933761903908827
5,LT1,19.8,900047,30.0,-4.12,164.99730944528,60.97223345937498,195.4834261749675,19.933761903908827
5,LT1,19.8,900100,-0.25,0.0,142.24132079687502,19.792271362499996,152.13745647812502,15.513703097196803
5,LT1,19.8,900102,-0.25,16.15,153.869434,23.43470633875,165.58678716937501,16.88515315315373
5,LT1,19.8,900138,15.0,7.25,422.2251925,132.79552514374998,488.62295507187497,49.825674931997675
5,LT1,19.8,900139,25.0,7.25,407.5398565,198.06368421875,506.571698609375,51.65593741077483
5,LT1,19.8,900140,35.0,7.25,407.5398565,198.06368421875,506.571698609375,51.65593741077483
5,LT1,19.8,900141,47.55,7.25,250.15844750000002,98.98587343749999,299.65138421875,30.555937472913794
5,LT1,19.8,3000123,-0.25,12.25,10.760346712500004,-0.0,10.760346712500004,1.0972500000000005
5,LT1,19.8,3000124,1.9666666666666668,12.25,21.520693425000008,-0.0,21.520693425000008,2.194500000000001
5,LT1,19.8,3000125,4.183333333333334,12.25,21.520693425000008,-0.0,21.520693425000008,2.194500000000001
5,LT1,19.8,3000126,6.4,12.25,27.143581368750006,-0.0,27.143581368750006,2.767875000000001
5,LT1,19.8,3000137,3.6,10.0,16.383234656250004,-0.0,16.383234656250004,1.6706250000000005
5,LT1,19.8,3000138,3.6,12.25,16.383234656250004,-0.0,16.383234656250004,1.6706250000000005
5,LT1,19.8,3000145,6.4,10.0,16.383234656250004,-0.0,16.383234656250004,1.6706250000000005
5,LT1,19.8,3000163,-0.25,1.8125,17.596807593750007,-0.0,17.596807593750007,1.794375000000001
5,LT1,19.8,3000164,-0.25,3.625,17.596807593750007,-0.0,17.596807593750007,1.794375000000001
5,LT1,19.8,3000165,-0.25,5.4375,17.596807593750007,-0.0,17.596807593750007,1.794375000000001
5,LT1,19.8,3000181,3.3,2.305,17.839522181250004,-0.0,17.839522181250004,1.8191250000000005
5,LT1,19.8,3000182,5.0,2.305,16.504591950000005,-0.0,16.504591950000005,1.6830000000000007
5,LT1,19.8,3000183,6.7,2.305,17.839522181250004,-0.0,17.839522181250004,1.8191250000000005
5,LT1,19.8,3000189,3.3,3.885,9.587226206250001,-0.0,9.587226206250001,0.9776250000000002
5,LT1,19.8,3000195,6.7,3.885,9.587226206250001,-0.0,9.587226206250001,0.9776250000000002
5,LT2,19.8,705001,-20.8,16.15,246.43734957499998,41.32135535724,267.09802725362,27.236418884493688
5,LT2,19.8,705002,-10.8,16.15,292.88050557500003,54.91724,320.339125575,32.6655
5,LT2,19.8,705003,-0.8,16.15,23.786029575000004,-0.0,23.786029575000004,2.4255000000000004
5,LT2,19.8,705004,-28.3,7.25,161.339695875,24.574851984375,173.6271218671875,17.70503911806657
5,LT2,19.8,705005,-20.8,7.25,330.52559757499995,55.731553815385,358.39137448269247,36.54574951514457
5,LT2,19.8,705006,-10.8,7.25,405.319876075,79.18869875,444.91422545,45.36862490758822
5,LT2,19.8,705007,-20.8,0.0,202.808903575,29.523142435955002,217.57047479297748,22.18601406117048
5,LT2,19.8,705008,-10.8,0.0,234.537067075,38.00076875,253.53745145000002,25.853624984066936
5,LT2,19.8,600006,-32.05,1.825,84.99040470375002,6.06761952125,88.02421446437502,8.975971862396948
5,LT2,19.8,601006,-30.2,0.0,50.26716460624997,5.124014832265001,52.82917202238247,5.387076322942337
5,LT2,19.8,603006,-30.2,16.15,57.60633110624997,7.676768203125,61.444715207812465,6.2656172299217845
5,LT2,19.8,900099,-32.05,0.0,49.18806835624997,4.902172718625001,51.63915471556247,5.265728328793469
5,LT2,19.8,900101,-32.05,16.15,77.78388095624996,9.854825168125,82.71129354031245,8.43420470194332
5,LT2,19.8,900103,-32.05,11.885,168.22849964999995,26.515588019375006,181.48629365968745,18.50645160780567
5,LT2,19.8,900104,-24.55,11.885,157.45306749999997,28.876728275220003,171.89143163760997,17.528047971285808
5,LT2,19.8,900105,-32.05,4.265,151.80195939999996,24.537063039265004,164.07049091963245,16.73053396619972
5,LT2,19.8,900106,-24.55,4.265,131.1793255,23.114934037544998,142.73679251877252,14.5551021519859
5,LT2,19.8,900107,-28.3,0.0,102.48998884999999,15.356600984375,110.16828934218749,11.234039079827209
5,LT2,19.8,900108,-28.3,16.15,116.86194084999997,20.355540821875,127.03971126093747,12.954445326481263
5,LT2,19.8,900109,-24.55,0.0,123.51766285000001,18.884355034195,132.9598403670975,13.558130489728656
5,LT2,19.8,900110,-24.55,16.15,143.23915234999998,25.74400373937,156.11115421968498,15.91890749845105
5,LT2,19.8,900111,-15.8,0.0,210.75103699999997,38.00076875,229.75142137499998,23.428124933081122
5,LT2,19.8,900112,-15.8,16.15,269.094476,54.91724,296.553096,30.24
5,LT2,19.8,900113,-5.8,0.0,214.355275,38.128783778435015,233.41966688921752,23.80218187548424
